title,label,label_score
mahasiswa papua belum laporan dugaan teror ular,non-clickbait,0
sleman terapkan e voting pada pilkades serentak 2020,non-clickbait,0
kualitas udara memburuk jambi perpanjang libur sekolah,non-clickbait,0
krisis global sentimen negatif bagi pergerakan ihsg,non-clickbait,0
sinergi bumn hadir di provinsi kepulauan bangka belitung,non-clickbait,0
bukan jet pribadi ini 5 aset termahal milik mark zuckerberg,clickbait,1
asap di pekanbaru makin pekat jarak pandang hanya 800 meter,non-clickbait,0
qatar bangun gaza palestina rp 420 miliar dalam sebulan,non-clickbait,0
hari ini jack ma pensiun siapa penggantinya  ,clickbait,1
belum kondusif 6 daerah di papua ini belum bisa akses internet,clickbait,1
mandiri sekuritas catat imbal hasil pasar sun naik 10 persen,non-clickbait,0
imf pertimbangkan kandidat tunggal kristalina georgieva,non-clickbait,0
buntut sanksi as iran siap perkaya uranium,non-clickbait,0
pemkab bekasi bentuk forum penanganan sampah sungai ,non-clickbait,0
tahanan perempuan palestina di penjara israel meningkat,non-clickbait,0
dprd targetkan wagub terpilih akhir tahun,non-clickbait,0
ceo big hit sebut dua lagu yang populerkan bts,clickbait,1
bakal hadapi ferguson ini kata khabib nurmagomedov,clickbait,1
gubernur disarankan bentuk asrama nusantara ,non-clickbait,0
harga batu bara acuan september 6579 dolar as per ton,non-clickbait,0
teknik plating diharapkan dongkrak penjualan perak,non-clickbait,0
tim davis indonesia yakin beri perlawanan ke selandia baru,non-clickbait,0
pembangunan pengolahan sampah sunter dimulai november 2019,non-clickbait,0
guru dan siswa mtsn 1 bogor raih penghargaan pramuka      ,non-clickbait,0
ini daftar 11 perusahaan indonesia terbaik se asia pasifik,clickbait,1
cegah resesi ojk diminta bertindak atasi sektor keuangan,non-clickbait,0
otw nikah novel asma nadia untuk yang sedang menanti jodoh,clickbait,1
indosat lelang 3100 unit menara untuk dana segar,non-clickbait,0
kemenkes ungkap pemicu tingginya angka kematian haji 2019 ,non-clickbait,0
perang dagang ekspor taiwan tumbuh,non-clickbait,0
hingga agustus 2019 19 psn senilai rp 877 triliun rampung,non-clickbait,0
arab saudi akan perkaya uranium saingi iran,non-clickbait,0
investor malaysia lirik bisnis wisata mataram,non-clickbait,0
waspada kualitas udara sudah berbahaya ,clickbait,1
juventus tak tertarik lepas douglas costa,non-clickbait,0
ekspor cina turun tajam,non-clickbait,0
sepanjang agustus israel tahan 470 warga palestina,non-clickbait,0
pengamat penolakan revisi uu kpk bertentangan konstitusi,non-clickbait,0
de bruyne motori belgia bekuk skotlandia 4 0 ,non-clickbait,0
soundrenaline 2019 panggung pertama kolaborasi mocca ardhito,non-clickbait,0
india bersedia turunkan bea masuk produk olahan sawit ri,non-clickbait,0
pdip belum tunjuk ketua fraksi dprd karanganyar,non-clickbait,0
samik ibrahim ulama minang pemrotes pemerintah kolonial ,non-clickbait,0
kemarau situ ciburuy menyusut jadi 1 meter,non-clickbait,0
isi kekosongan di sesi latihan persib andalkan pemain u 20,non-clickbait,0
puwakarta mulai antisipasi bencana jelang musim hujan,non-clickbait,0
ponpes daarul mukhlishin produksi sabun kecantikan,non-clickbait,0
korut siap lanjutkan perundingan denuklirisasi dengan as,non-clickbait,0
siswa smp birrul walidain deklarasi bersama untuk papua,non-clickbait,0
ketua icmi jangan karena beda politik indonesia pecah,non-clickbait,0
christian eriksen incaran utama real madrid tahun depan,non-clickbait,0
israel tuding iran kembangkan senjata nuklir,non-clickbait,0
waduh sebagian lampu lalu lintas di purwakarta mati,clickbait,1
menristekdikti cari industri untuk kembangkan mobil listrik,non-clickbait,0
palangka raya waspadai peningkatan kasus ispa,non-clickbait,0
pakistan tangkap 22 pengunjuk rasa pro kemerdekaan kashmir,non-clickbait,0
fung purwokerto punya fasilitas bagus untuk bulu tangkis,non-clickbait,0
setelah mobil dinas hilang pemprov jabar tingkatkan pengamanan,non-clickbait,0
keren bekasi ajak milenial gemar mengaji lewat mtq,clickbait,1
permukiman bantaran ciliwung bogor jadi pilot project kota tanpa kumuh,non-clickbait,0
13 lapak pedagang tasik terbakar,non-clickbait,0
polda riau bongkar perdagangan manusia melalui medsos,non-clickbait,0
ironis banyak penderita hiv di tasik,clickbait,1
ulama sayangkan agenda politik gunakan sumpah alquran,non-clickbait,0
sby bicara persatuan dan kemajemukan indonesia,non-clickbait,0
polda papua benarkan tangkap ketua bem fisip uncen,non-clickbait,0
kota padang hanya anggarkan rp 4 miliar untuk bencana,non-clickbait,0
pemilihan capim kpk dpr ingin sefrekuensi dengan pansel ,non-clickbait,0
sejumlah kawasan di hutan gunung walat sukabumi kebakaran ,non-clickbait,0
apakah pekerja masih dibutuhkan pertambangan australia saat otomatisasi makin marak ,clickbait,1
nishino tidak masalah rahasia liga thailand dibocorkan,non-clickbait,0
pemkab dharmasraya akan peringati hari maritim nasional,non-clickbait,0
pemerintah sediakan rp 100 m untuk perbaikan fasum di papua,non-clickbait,0
wenger menyesal gagal boyong messi ke arsenal,non-clickbait,0
susy susanti bulu tangkis butuh regenerasi,non-clickbait,0
sebut 300 juta muslim radikal kampus melbourne islamofobia ,clickbait,1
gerindra putuskan pradi calon wali kota depok 2020 ,non-clickbait,0
doa bagi kesembuhan bj habibie terus mengalir,non-clickbait,0
seluruh suku di manokwari akan deklarasi damai,non-clickbait,0
produksi garam nasional perlu miliki skala ekonomi yang masif,non-clickbait,0
menkeu revisi pph pribadi untungkan masyarakat menengah,non-clickbait,0
awas ada puluhan notaris abal abal berkeliaran di sragen,clickbait,1
kebakaran di pasar mebel kerugian puluhan juta rupiah,non-clickbait,0
eric bailly bisa segera perkuat mu lagi ,non-clickbait,0
esemka diyakini bisa bersaing di pasar otomotif domestik,non-clickbait,0
tahan imbang kroasia azerbaijan kantongi poin perdana,non-clickbait,0
afghanistan serukan taliban terima gencatan senjata,non-clickbait,0
menteri panrb minta universitas cetak generasi unggul,non-clickbait,0
begini cara mengenal saus cabai berkualitas,clickbait,1
de gea selangkah lagi perpanjang kontrak di mu,non-clickbait,0
bnpb ingin ubah kawasan rawan bencana jadi potensi wisata,non-clickbait,0
bastoni yakin inter milan berjaya di bawah asuhan conte,non-clickbait,0
pala sulut kembali diekspor ke italia,non-clickbait,0
antropolog untuk indonesia tolak pelemahan kpk,non-clickbait,0
trump pembicaraan dengan taliban telah mati,non-clickbait,0
menkeu minta data kesehatan masyarakat diperbaiki,non-clickbait,0
perdamaian israel palestina dinilai masih sulit dicapai,non-clickbait,0
koperasi diminta putus rantai tengkulak dan calo,non-clickbait,0
belanda cukur estonia 4 0 wijnaldum cetak gol lagi,non-clickbait,0
anies segarkan jakarta lewat geliat seni budaya,non-clickbait,0
puan industri spa dapat tingkatkan perekonomian lokal,non-clickbait,0
pakar revisi uu kpk kembalikan tujuan kpk saat dibentuk,non-clickbait,0
kemenhub akan efektifkan pengelolaan subsidi angkutan laut,non-clickbait,0
tips sukses menjadi penyelenggara event ,clickbait,1
sby the winner takes it all sering tak cocok di politik,non-clickbait,0
pkb oleh wakil pimpinan dprd sidkon ketua fraksi,non-clickbait,0
kekerasan terhadap jurnalis oleh polisi hong kong meningkat,non-clickbait,0
mahasiswa umm kampanyekan diet plastik,non-clickbait,0
pemprov jabar dorong transportasi juara,non-clickbait,0
imbas perang dagang perbankan selektif salurkan kredit,non-clickbait,0
bpip usul buku pendidikan sejarah direvisi,non-clickbait,0
rusia dan prancis akan pertahankan kesepakatan nuklir iran,non-clickbait,0
agen jorginho bakal setia dengan chelsea,non-clickbait,0
mui palu peran tokoh agama krusial akhiri kekerasan gender,non-clickbait,0
usut tuntas pelemparan ular di asrama papua,non-clickbait,0
wiranto anjurkan tni polri punya anak asuh mahasiswa papua,non-clickbait,0
boris johnson ingin capai kesepakatan brexit ,non-clickbait,0
belum terbendung martinez puji kematangan permainan belgia,non-clickbait,0
rafael nadal ingin pensiun dengan rekor grand slam terbanyak,non-clickbait,0
unpam malaysia antisipasi revolusi industri dan teknologi ,non-clickbait,0
regulator as peringatkan utang perusahaan dan risiko pasar,non-clickbait,0
 lokasi ibu kota baru bebas karhutala ,clickbait,1
pemerintah inggris resmi bekukan parlemen selama lima pekan,non-clickbait,0
fasilitator rz jadi tim penyusun rkp desa berdaya sukadalam,non-clickbait,0
ahy sebut demokrat dukung pemerintahan jokowi ,non-clickbait,0
bea cukai makasar dan bnn kejar penyelundup ganja,non-clickbait,0
depay cetak gol di penampilan ke 50 bersama belanda,non-clickbait,0
korut tembakkan dua proyektil tak dikenal,non-clickbait,0
visa progressif umrah berkurang dari 2000 riyal ke 300 riyal,non-clickbait,0
kabut asap di kota pontianak semakin pekat,non-clickbait,0
hari pertama perluasan ganjil genap catat 1904 pelanggar,non-clickbait,0
masjid agung prancis upaya telusuri jejak islam dan arab ,non-clickbait,0
bea cukai kuatkan sinergi dengan pemprov maluku,non-clickbait,0
polisi kesulitan telusuri dugaan teror ular di asrama papua,non-clickbait,0
polres padang pariaman tangkap dua pemuda pengedar sabu,non-clickbait,0
ruu perlindungan data pribadi solusi atasi fintech ilegal,non-clickbait,0
4 perusahaan taksi online terbesar di dunia gojek urutan berapa ,clickbait,1
kualitas udara di palembang semakin tidak sehat,non-clickbait,0
polisi tanjung pinang tangkap 3 warga pembakar lahan,non-clickbait,0
bea cukai meriahkan roadshow jelajah antikorupsi,non-clickbait,0
seger budiarjo ditunjuk jadi plt dirut ptpn iii,non-clickbait,0
jenguk habibie sby batal buka pembekalan caleg terpilih,non-clickbait,0
mui pembunuh dan pemerkosa gadis badui seperti binatang,non-clickbait,0
cetak dua gol ke gawang estonia babel sangat menyenangkan,non-clickbait,0
wagub sulsel minta unhas beri kemudahan bagi hafidz ,non-clickbait,0
belanja daring tengah malam ganggu kesehatan mental ,clickbait,1
iaea minta penjelasan iran soal jejak uranium,non-clickbait,0
usai operasi prostat pria ini ditemukan gantung diri ,clickbait,1
sby jenguk habibie di rspad,non-clickbait,0
pln jatim luncurkan kuliner ramah lingkungan banyuwangi,non-clickbait,0
anies baswedan doakan bj habibie bisa kembali sehat,non-clickbait,0
bea cukai kudus gagalkan peredaran 280 ribu rokok ilegal,non-clickbait,0
golkar tetap perjuangkan kursi ketua mpr,non-clickbait,0
stadion manahan baru siap digunakan proses renovasi sudah 99 rampung,non-clickbait,0
dukung ekspor bea cukai sumbagtim raih penghargaan,non-clickbait,0
iuran bpjs naik bandung kaji opsi asuransi kesehatan lain,non-clickbait,0
mpr ri tak berniat mengembalikan gbhn orde baru,non-clickbait,0
bermimpi jadi komikus ternama  simak kiatnya ,clickbait,1
punya mentalitas kuat italia pertahankan rekor sempurna,non-clickbait,0
peserta mandiri penyebab defisit  ini kata bpjs kesehatan,clickbait,1
ini saran agar taksi daring bisa bebas ganjil genap,clickbait,1
dear pengguna iphone lakukan langkah ini untuk hindari 25 ribu mata mata di ponselmu ,clickbait,1
391 jamaah haji kloter 7 sudah tiba di aceh,non-clickbait,0
rusia janjikan dukungan infrastruktur ibu kota baru ri,non-clickbait,0
jk revisi uu kpk sebagai evaluasi,non-clickbait,0
anies klaim pengguna kendaraan umum capai satu juta ,non-clickbait,0
bea cukai jakarta berikan izin plb kepada pt puninar jaya,non-clickbait,0
tak setuju dengan trump bos microsoft bela huawei ,clickbait,1
jk kpk perlu badan pengawas,non-clickbait,0
dinkes pontianak imbau anak anak tak konsumsi es,non-clickbait,0
anda lajang dan ingin beli rumah  perhatikan rambu rambunya,clickbait,1
klinsmann tak mengetahui level timnas jerman saat ini,non-clickbait,0
bea cukai sorong amankan paket benih tanaman tanpa izin,non-clickbait,0
ranocchia inter milan bakal raih trofi ,non-clickbait,0
gocar resmi beroperasi di bandara soekarno hatta,non-clickbait,0
jaminan kesehatan harus jadi perhatian,non-clickbait,0
truk terguling di tanjakan emen satu orang meninggal,non-clickbait,0
empat kecamatan di bekasi rawan konflik antar etnis,non-clickbait,0
menelisik mudahnya dapatkan racikan miras oplosan di tasik,non-clickbait,0
bagaimana mengantisipasi kebakaran di lokasi padat penduduk ,clickbait,1
peduli anak pemkab lingga peringati han 2019 di pantai,non-clickbait,0
james harap bisa tampil maksimal bersama madrid musim ini,non-clickbait,0
iuran bpjs naik ridwan kamil pertimbangkan asuransi swasta,non-clickbait,0
amikom computer club juara dua compfest di ui,non-clickbait,0
pensiun jack ma ogah foya foya ini yang mau dilakukannya,clickbait,1
dewan ham pbb akan bahas sengketa kashmir,non-clickbait,0
tradisi unik 10 muharram di nunukan beli perkakas dapur,non-clickbait,0
17 ribu orang terdampak topan faxai di bandara tokyo,non-clickbait,0
jamaah haji sakit di saudi tetap dirawat meski haji usai,non-clickbait,0
kemenpar optimistis pariwisata sumbang devisa terbesar 2019,non-clickbait,0
demokrat belum ambil sikap soal revisi uu kpk,non-clickbait,0
polda jatim telusuri transaksi keuangan veronica koman,non-clickbait,0
4 korban cipularang sulit teridentifikasi polisi lakukan pemeriksaan dna,non-clickbait,0
jokowi produk mebel bisa manfaatkan perang dagang,non-clickbait,0
ratusan kilo sampah tertimbun di pantai gold coast,non-clickbait,0
ini tiga hambatan pembangunan destinasi super prioritas,clickbait,1
gip inisiasi gerakan indonesia dermawan,non-clickbait,0
polisi sita sejumlah sajam usai geledah asrama di jayapura,non-clickbait,0
jamaah lansia dan risti perlu pendampingan khusus,non-clickbait,0
suarez dan messi masih berlatih terpisah dari skuat barca,non-clickbait,0
ditinggal suami wafat suyanti usaha perabotan rumah tangga,non-clickbait,0
gajah ngamuk di festival agama di sri lanka 18 terluka,non-clickbait,0
polemik kpai audisi umum beasiswa bulu tangkis terganggu,non-clickbait,0
uang rp 18 miliar hilang di halaman kantor gubernur sumut,non-clickbait,0
menkumham pencabutan paspor veronica koman sesuai aturan,non-clickbait,0
umat islam berperan besar dalam pembuatan kertas,non-clickbait,0
harga daging ayam di purwakarta fluktuasi,non-clickbait,0
kekeringan gempa dan kebakaran dominasi bencana sukabumi,non-clickbait,0
batan pltn dapat atasi masalah elektrifikasi di kalbar,non-clickbait,0
kementan percepat peningkatan luas tambah tanam,non-clickbait,0
bukuubocah gairahkan minat baca rumah belajar juara,non-clickbait,0
dpr bantah kontrak politik ganggu independensi capim kpk,non-clickbait,0
atasi kabut asap dari indonesia malaysia rencanakan hujan buatan,non-clickbait,0
southgate bicara laga vs kosovo dan rotasi pemain ,non-clickbait,0
festival konstitusi dan antikorupsi mpr gelar diskusi,non-clickbait,0
visa umrah berbayar himpuh jangan hanya uang dipikirkan,non-clickbait,0
adhin fauzi baadilah tampilkan bromance di film hayya,non-clickbait,0
ishlah kata kunci pengurusan anak yatim menurut alquran,non-clickbait,0
anugerah syariah republika asr akan kembali digelar,non-clickbait,0
uas ajak masyarakat doakan kesembuhan untuk habibie,non-clickbait,0
chris apresiasi semangat peserta audisi umum bulu tangkis,non-clickbait,0
dishub jabar cek lampu lalin yang mati di purwakarta,non-clickbait,0
thareq habibie titip doa untuk ayahnya,non-clickbait,0
pakar politik revisi uu kpk bentuk pembohongan publik,non-clickbait,0
rspad akan umumkan kondisi habibie selasa pukul 1800 wib,non-clickbait,0
dinkes batam imbau warga waspadai kabut asap,non-clickbait,0
festival garis imaginer digelar akhir pekan ini,non-clickbait,0
lima kendaraan terlibat tabrakan beruntun di cipularang ,non-clickbait,0
mengenal umar khayyam penyair saintis dari persia ,non-clickbait,0
segera perpanjang kontrak gaji de gea samai gaji pogba ,non-clickbait,0
pln kami sudah memberikan kompensasi blackout rp 800 m,non-clickbait,0
2 hercules siap antar mahasiswa papua kembali ke kampus,non-clickbait,0
musaadah charity resmikan komplek huntara di donggala,non-clickbait,0
bpom ingatkan bahaya hoaks produk pangan dan farmasi,non-clickbait,0
90 ekor sapi mati akibat jembrana di mukomuko,non-clickbait,0
ramos pintu real madrid selalu terbuka untuk pogba,non-clickbait,0
mufidah jusuf kalla buka rakernas dekranas 2019,non-clickbait,0
bappenas surplus neraca jasa pariwisata terus menipis,non-clickbait,0
lukaku serukan seluruh asosiasi sepak bola lawan rasisme,non-clickbait,0
demokrat siap bantu pemerintahan jokowi maruf,non-clickbait,0
jk potensi kerugian negara lebih besar jika kpk tak diawasi,non-clickbait,0
januari 2020 psg dan spurs kembali memburu dybala,non-clickbait,0
bukan lagi kota yang layak bagi anak,clickbait,1
260 mahasiswa dari 46 perguruan tinggi magang di pln,non-clickbait,0
bnn depok kerja sama dengan pramuka berantas narkoba  ,non-clickbait,0
mengemis cinta,clickbait,1
mantan dirut petral diduga terima suap 29 juta dolar as,non-clickbait,0
jk rowling isyaratkan harry potter and the cursed child 2,non-clickbait,0
polisi periksa ketum fpi sebagai saksi dugaan makar besok,non-clickbait,0
bawaslu minta parpol buka akses rekrutmen cakada,non-clickbait,0
persija waspadai kekompakan persipura jayapura,non-clickbait,0
dua mobil dan motor kecelakaan beruntun di lenteng agung,non-clickbait,0
smp sma ar rohmah putri gelar overseas malaysia singapura,non-clickbait,0
disdik dan sge kerja sama beri beasiswa ke siswa ,non-clickbait,0
soal blackout pln tunggu hasil investigasi bareskrim,non-clickbait,0
dishub persilakan warga beri masukan angkutan umum,non-clickbait,0
kemenkes dorong vape masuk dalam revisi pp 1092012,non-clickbait,0
dpr respons pemerintah hanya sepakat sebagian revisi uu kpk,non-clickbait,0
ini alasan bukalapak lakukan pemangkasan karyawan,clickbait,1
polda metro kawal supoter thailand,non-clickbait,0
yohana jangan saling menyalahkan soal audisi bulu tangkis,non-clickbait,0
tim basket mahasiswa diy siap tampil di pomnas 2019,non-clickbait,0
selandia baru lawan penyebaran konten terorisme di medsos,non-clickbait,0
kpk cegah politikus golkar melchias mekeng ke luar negeri,non-clickbait,0
bupati anas ppni kolaborasi sehatkan usaha wisata warga,non-clickbait,0
ganjil genap dinilai belum berdampak ke penumpang mrt,non-clickbait,0
knks inisiasi peta jalan fintech syariah,non-clickbait,0
thareq habibie bapak idap penyakit jantung sejak muda,non-clickbait,0
kemenhub gandeng operator tol perketat pengawasan truk,non-clickbait,0
kemendes pdtt godok peraturan tentang musyawarah desa,non-clickbait,0
kemendikbud akan bagikan 175 juta gawai ke sekolah,non-clickbait,0
buya syafii kewenangan komisi iii dpr terlalu jauh,non-clickbait,0
blokir internet di jayawijaya dan mimika dicabut,non-clickbait,0
kebakaran lahan di penajam paser utara meningkat,non-clickbait,0
suporter thailand kecewa sugbk sepi dari suporter indonesia,non-clickbait,0
thailand tahan imbang indonesia di babak pertama,non-clickbait,0
narasi buku sejarah kurang tunjukkan percaya diri bangsa,non-clickbait,0
habibie hanya boleh dijenguk orang terbatas,non-clickbait,0
warga wonogiri meninggal terbakar di pekarangan rumah,non-clickbait,0
menkes tegaskan anak harus bebas dari paparan promosi rokok,non-clickbait,0
bupati mengeluh tol cipali buat ekonomi indramayu menurun,non-clickbait,0
bappenas ruang terbuka hijau ibu kota baru 50 persen,non-clickbait,0
hingga akhir agustus karhutla tercatat 328724 hektare,non-clickbait,0
habibie sempat tanya anaknya soal hoaks dirinya meninggal,non-clickbait,0
pemerintah fasilitasi pemulangan mahasiswa papua,non-clickbait,0
kementan kawal penyaluran pupuk bersubsidi,non-clickbait,0
nu peduli salurkan bantuan untuk nelayan terdampak tsunami,non-clickbait,0
pbsi audisi umum murni untuk rekruitmen pemain,non-clickbait,0
samad berharap presiden hentikan upaya dpr rivisi uu kpk,non-clickbait,0
sati meninggal ditabrak mobil saat seberangi jalan tol,non-clickbait,0
krl commuterline bekasi kembali beroperasi normal,non-clickbait,0
polda taksi daring tak dibebaskan dari aturan ganjil genap,non-clickbait,0
soal bangun istana di papua ini kata fahri,clickbait,1
bmh peringati muharam bersama mualaf suku tengger ,non-clickbait,0
kpai versus djarum ini kata menkes,clickbait,1
sinergi milenial indonesia bangun kembali masjid di palu,non-clickbait,0
spanyol singkirkan polandia dari fiba world cup,non-clickbait,0
universitas cambrige hilangkan menu daging demi emisi karbon,non-clickbait,0
minim bibit awan klhk akui hujan buatan belum massif,non-clickbait,0
kemarau warga cisarua sempat kesulitan mandikan jenazah,non-clickbait,0
sejak akhir 2018 ambulans gratis jangkau 805 warga sukabumi,non-clickbait,0
pbsi harap pb djarum lanjutkan audisi umum,non-clickbait,0
pemkab bogor ajukan jalur ganda citayam parung panjang,non-clickbait,0
petani sragen panen padi 94 ton per ha saat kemarau,non-clickbait,0
dubes australia habibie berani dalam transisi demokrasi ri,non-clickbait,0
hnw habibie sosok intelektual sekaligus religius,non-clickbait,0
respons ganjil genap transjakarta tambah rute baru,non-clickbait,0
pemkot depok gelar pekan olahraga dan seni pondok pesantren,non-clickbait,0
pondok pesantren nurul huda hidupkan desa kertawangunan,non-clickbait,0
erick thohir mr habibie gives important legacy,non-clickbait,0
persipura taklukan persija dengan skor 2 0,non-clickbait,0
anies jurnalistik indonesia berutang budi pada habibie,non-clickbait,0
menteri ppn pak habibie putra terbaik indonesia,non-clickbait,0
kepala lipi habibie seperti tak kenal lelah,non-clickbait,0
keluarga eyang habibie dan ainun sudah bersatu kembali,non-clickbait,0
ridwan kamil bj habibie seorang guru bangsa,non-clickbait,0
prabowo habibie orang tua saya dan guru bangsa,non-clickbait,0
former president bj habibie passed away,non-clickbait,0
ahy saya merasa kehilangan bj habibie,non-clickbait,0
masyarakat ramai datangi kediaman bj habibie,non-clickbait,0
habibie kenalkan iptek pada rakyat indonesia yang agraris,non-clickbait,0
anies bj habibie akan menjadi contoh bagi anak bangsa,non-clickbait,0
kepala bnpb temukan kilang minyak dekat sumber api karhutla,non-clickbait,0
sinar mas land siapkan bsd jadi silicon valley nya indonesia,non-clickbait,0
jokowi tiba di rspad sekitar 5 menit setelah habibie wafat,non-clickbait,0
mall palamarta kontribusi unpad dongkrak ekonomi bangsa,non-clickbait,0
dovizioso targetkan naik podium di gp misano,non-clickbait,0
kapolres mimika sebut situasi di wilayahnya sudah kondusif,non-clickbait,0
pmi ajak pemerintah dan swasta donor darah massal,non-clickbait,0
kpk biarkan dpr periode mendatang bahas uu kpk,non-clickbait,0
yusril pertimbangkan pbb gabung dengan partai islam,non-clickbait,0
revisi uu kpk yusril harap jokowi ambil keputusan terbaik,non-clickbait,0
pbsi harap ada pertimbangan pb djarum untuk teruskan audisi,non-clickbait,0
capim kpk lili bantah pernah lakukan praktik mark up di lpsk,non-clickbait,0
dana transfer ke daerah dan dana desa capai rp 8569 t,non-clickbait,0
dpr sepakati usia perkawinan 18 tahun,non-clickbait,0
yusril nilai dewan pengawas bisa melekat dengan kpk,non-clickbait,0
bio farma targetkan buat 25 imunicare hingga akhir tahun,non-clickbait,0
aliran dana radikalisme dari saudi ini jawaban kiai said ,clickbait,1
akbar tanjung berharap habibie cepat sembuh ,non-clickbait,0
pemilik satu linting ganja divonis 4 tahun penjara,non-clickbait,0
polisi masih memburu 12 pelaku kerusuhan papua,non-clickbait,0
aaji penyehatan jiwasraya dan bumiputera mendesak,non-clickbait,0
yusril nilai wajar revisi uu kpk ini penjelasannya,clickbait,1
rs yarsi gelar mcu geriatri gratis untuk veteran,non-clickbait,0
pelatih blitar bandung united mengundurkan diri,non-clickbait,0
mengejar 30 persen caleg perempuan dalam parlemen,non-clickbait,0
ratu inggris gunakan perabotan bekas di istana buckingham,non-clickbait,0
peletakkan batu pertama rs indonesia hebron akan dimulai,non-clickbait,0
peneliti tidak ada kata terlambat untuk mulai berolahraga,non-clickbait,0
duterte xi tawarkan perjanjian gas jika abaikan arbitrase,non-clickbait,0
pemblokiran internet di papua masih di empat wilayah,non-clickbait,0
negara arab kecam rencana netanyahu caplok tepi barat,non-clickbait,0
muhammadiyah presiden sebaiknya tak terbitkan surpres,non-clickbait,0
yasonna dikukuhkan sebagai guru besar ilmu kriminologi stik,non-clickbait,0
menteri lhk minta malaysia objektif soal kabut asap ,non-clickbait,0
pemkot bekasi gandeng swasta untuk kelola sampah jadi listrik,non-clickbait,0
peringati serangan 911 unjuk rasa hong kong dihentikan,non-clickbait,0
mendagri masih dalami permintaan pemekaran papua ,non-clickbait,0
suharso habibie sudah gerakkan mata dan panggil orang,non-clickbait,0
australia janji tak campuri proses hukum veronica koman,non-clickbait,0
kondisi bj habibie semakin membaik ,non-clickbait,0
balai benih hortikultura dukung ekspor komoditas,non-clickbait,0
15 tim balap motor sumatera berlaga di sirkuit skyland,non-clickbait,0
empat mahasiswa indonesia di australia pernah bunuh diri apa yang bisa dicegah ,clickbait,1
rupslb bank btpn setujui perubahan susunan direksi,non-clickbait,0
guru pelajaran agama islam di aceh adu keterampilan dan seni,non-clickbait,0
soal perburuan scudetto llorente tekanan ada pada juventus,non-clickbait,0
pendapatan industri asuransi jiwa capai rp 11832 triliun,non-clickbait,0
diadili karena nonton bola perempuan iran tewas bakar diri,non-clickbait,0
leonardo dicaprio bahas sampah bantargebang bekasi bereaksi,non-clickbait,0
jupe optimistis persib kalahkan ps tira persikabo,non-clickbait,0
pemkot yogya mutakhirkan harga sembako dua kali sepekan ,non-clickbait,0
dua orang terluka akibat kebakaran apartemen kalibata city ,non-clickbait,0
prosinecki batalkan mundur dari timnas bosnia,non-clickbait,0
tes kelayakan capim kpk oleh dpr ri hari ini dan besok,non-clickbait,0
menhub dilaporkan ombudsman dalam proses verifikasi,non-clickbait,0
jenazah robert mugabe dipulangkan ke zimbabwe,non-clickbait,0
bmkg gempa talaud tak berpotensi tsunami ,non-clickbait,0
wilayah kekeringan di banyumas meluas,non-clickbait,0
berapa kali yatim disebutkan dalam alquran dan apa maknanya ,clickbait,1
bbc musnahnya permukiman muslim rohingya di myanmar ,non-clickbait,0
malaysia kirim setengah juta masker wajah karena kabut asap,non-clickbait,0
pesawat tak sediakan hiburan menhub dilaporkan ke ombudsman,non-clickbait,0
mantan dirut petral jadi tersangka korupsi,non-clickbait,0
kompromi merevisi uu kpk,non-clickbait,0
transjakarta ringsek tabrak separator ,non-clickbait,0
veronica koman diminta kooperatif,non-clickbait,0
lahan milik rutan kelas iib wonogiri bakal jadi agrowisata,non-clickbait,0
buntut penusukan santri kota cirebon perbanyak cctv,non-clickbait,0
satgas terima 2 laporan dugaan pelanggaran pilkades,non-clickbait,0
suara orang tua atlet bulutangkis jebolan audisi,non-clickbait,0
abbas ancam akhiri perjanjian jika israel caplok tepi barat,non-clickbait,0
rossi kendarai motor yzr m1 di kampung halamannya,non-clickbait,0
lifter indonesia asah kekuatan jelang sea games,non-clickbait,0
presiden inter bicara tentang icardi dan peluang scudetto ,non-clickbait,0
penumpang angkutan umum diklaim meningkat saat ganjil genap,non-clickbait,0
anggaran bansos pangan 2020 naik,non-clickbait,0
soal audisi pb djarum kpai bantah terima dana bloomberg,non-clickbait,0
zarco tak takut terjebak jadi test rider ,non-clickbait,0
polandia tetap bangga walau gagal ke semifinal piala dunia,non-clickbait,0
stres berkurang berkat tidur siang apa manfaat lainnya ,clickbait,1
himpuh hapus visa progesif cara saudi komersilkan kabah ,clickbait,1
kadisbudpar pastikan museum bentoel tidak masuk cagar budaya,non-clickbait,0
manuskrip qumran hingga quran pola lingustik bahasa semit,non-clickbait,0
ditinggal jack ma apa kabar alibaba ,clickbait,1
misi jelajah bulan india bawa penumpang hapir sukses tapi sayangnya,clickbait,1
amankah layanan realtime marketing omnichannel resulticks ,clickbait,1
ari lasso gelar konser tunggal setelah 27 tahun berkiprah,non-clickbait,0
nadal buat federer tunda rencana gantung raket,non-clickbait,0
menkominfo minta ruu data pribadi segera dibahas,non-clickbait,0
pakai meja dari pintu bekas bawa amazon jadi perusahaan berkelas,non-clickbait,0
pakar pembentukan dewan pengawas kpk diperlukan,non-clickbait,0
gandeng atiek cb riani sovana beri nuansa pop pada musiknya,non-clickbait,0
resmi undur diri jack ma gelar pesta perpisahan,non-clickbait,0
nutricia indonesia kirim dokter spesialis anak ke belanda,non-clickbait,0
pupr siapkan tahapan utama pembangunan ibu kota baru,non-clickbait,0
